"country","year","flu_activity","dengue_activity","infant_mortality","life_expectancy","continent"
Argentina,2003,145,0.039,16.6,74.5,Americas
Argentina,2003,224,0.039,16.6,74.5,Americas
Argentina,2003,178,0.039,16.6,74.5,Americas
Argentina,2003,153,0.039,16.6,74.5,Americas
Argentina,2003,239,0.039,16.6,74.5,Americas
Argentina,2003,121,0.039,16.6,74.5,Americas
Argentina,2003,204,0.039,16.6,74.5,Americas
Argentina,2003,133,0.039,16.6,74.5,Americas
Argentina,2003,135,0.039,16.6,74.5,Americas
Argentina,2003,239,0.039,16.6,74.5,Americas
Argentina,2003,,0.039,16.6,74.5,Americas
Argentina,2003,184,0.039,16.6,74.5,Americas
Argentina,2003,217,0.039,16.6,74.5,Americas
Argentina,2003,209,0.039,16.6,74.5,Americas
Argentina,2003,253,0.039,16.6,74.5,Americas
Argentina,2003,201,0.039,16.6,74.5,Americas
Argentina,2003,123,0.039,16.6,74.5,Americas
Argentina,2003,100,0.039,16.6,74.5,Americas
Argentina,2003,210,0.039,16.6,74.5,Americas
Argentina,2003,,0.022,16.6,74.5,Americas
Argentina,2003,186,0.022,16.6,74.5,Americas
Argentina,2003,174,0.022,16.6,74.5,Americas
Argentina,2003,229,0.022,16.6,74.5,Americas
Argentina,2003,213,0.022,16.6,74.5,Americas
Argentina,2003,278,0.022,16.6,74.5,Americas
Argentina,2003,,0.022,16.6,74.5,Americas
Argentina,2003,149,0.022,16.6,74.5,Americas
Argentina,2003,158,0.022,16.6,74.5,Americas
Argentina,2003,103,0.022,16.6,74.5,Americas
Argentina,2003,141,0.022,16.6,74.5,Americas
Argentina,2003,134,0.022,16.6,74.5,Americas
Argentina,2003,193,0.022,16.6,74.5,Americas
Argentina,2003,348,0.022,16.6,74.5,Americas
Argentina,2003,235,0.022,16.6,74.5,Americas
Argentina,2003,136,0.022,16.6,74.5,Americas
Argentina,2003,109,0.022,16.6,74.5,Americas
Argentina,2003,225,0.022,16.6,74.5,Americas
Argentina,2003,205,0.022,16.6,74.5,Americas
Argentina,2003,187,0.022,16.6,74.5,Americas
Argentina,2003,166,0.022,16.6,74.5,Americas
Argentina,2003,258,0.022,16.6,74.5,Americas
Argentina,2003,232,0.022,16.6,74.5,Americas
Argentina,2003,178,0.022,16.6,74.5,Americas
Argentina,2003,251,0.022,16.6,74.5,Americas
Argentina,2003,325,0.022,16.6,74.5,Americas
Argentina,2003,134,0.022,16.6,74.5,Americas
Argentina,2003,136,0.022,16.6,74.5,Americas
Argentina,2003,192,0.022,16.6,74.5,Americas
Argentina,2003,261,0.022,16.6,74.5,Americas
Argentina,2003,241,0.022,16.6,74.5,Americas
Argentina,2003,,0.022,16.6,74.5,Americas
Argentina,2003,307,0.022,16.6,74.5,Americas
Argentina,2003,145,0.022,16.6,74.5,Americas
Argentina,2003,224,0.022,16.6,74.5,Americas
Argentina,2003,178,0.022,16.6,74.5,Americas
Argentina,2003,153,0.022,16.6,74.5,Americas
Argentina,2003,239,0.022,16.6,74.5,Americas
Argentina,2003,121,0.022,16.6,74.5,Americas
Argentina,2003,204,0.022,16.6,74.5,Americas
Argentina,2003,133,0.022,16.6,74.5,Americas
Argentina,2003,135,0.022,16.6,74.5,Americas
Argentina,2003,239,0.022,16.6,74.5,Americas
Argentina,2003,,0.022,16.6,74.5,Americas
Argentina,2003,184,0.022,16.6,74.5,Americas
Argentina,2003,217,0.022,16.6,74.5,Americas
Argentina,2003,209,0.022,16.6,74.5,Americas
Argentina,2003,253,0.022,16.6,74.5,Americas
Argentina,2003,201,0.022,16.6,74.5,Americas
Argentina,2003,123,0.022,16.6,74.5,Americas
Argentina,2003,100,0.022,16.6,74.5,Americas
Argentina,2003,210,0.022,16.6,74.5,Americas
Argentina,2003,,0.019,16.6,74.5,Americas
Argentina,2003,186,0.019,16.6,74.5,Americas
Argentina,2003,174,0.019,16.6,74.5,Americas
Argentina,2003,229,0.019,16.6,74.5,Americas
Argentina,2003,213,0.019,16.6,74.5,Americas
Argentina,2003,278,0.019,16.6,74.5,Americas
Argentina,2003,,0.019,16.6,74.5,Americas
Argentina,2003,149,0.019,16.6,74.5,Americas
Argentina,2003,158,0.019,16.6,74.5,Americas
Argentina,2003,103,0.019,16.6,74.5,Americas
Argentina,2003,141,0.019,16.6,74.5,Americas
Argentina,2003,134,0.019,16.6,74.5,Americas
Argentina,2003,193,0.019,16.6,74.5,Americas
Argentina,2003,348,0.019,16.6,74.5,Americas
Argentina,2003,235,0.019,16.6,74.5,Americas
Argentina,2003,136,0.019,16.6,74.5,Americas
Argentina,2003,109,0.019,16.6,74.5,Americas
Argentina,2003,225,0.019,16.6,74.5,Americas
Argentina,2003,205,0.019,16.6,74.5,Americas
Argentina,2003,187,0.019,16.6,74.5,Americas
Argentina,2003,166,0.019,16.6,74.5,Americas
Argentina,2003,258,0.019,16.6,74.5,Americas
Argentina,2003,232,0.019,16.6,74.5,Americas
Argentina,2003,178,0.019,16.6,74.5,Americas
Argentina,2003,251,0.019,16.6,74.5,Americas
Argentina,2003,325,0.019,16.6,74.5,Americas
Argentina,2003,134,0.019,16.6,74.5,Americas
Argentina,2003,136,0.019,16.6,74.5,Americas
Argentina,2003,192,0.019,16.6,74.5,Americas
Argentina,2003,261,0.019,16.6,74.5,Americas
Argentina,2003,241,0.019,16.6,74.5,Americas
Argentina,2003,,0.019,16.6,74.5,Americas
Argentina,2003,307,0.019,16.6,74.5,Americas
Argentina,2003,145,0.019,16.6,74.5,Americas
Argentina,2003,224,0.019,16.6,74.5,Americas
Argentina,2003,178,0.019,16.6,74.5,Americas
Argentina,2003,153,0.019,16.6,74.5,Americas
Argentina,2003,239,0.019,16.6,74.5,Americas
Argentina,2003,121,0.019,16.6,74.5,Americas
Argentina,2003,204,0.019,16.6,74.5,Americas
Argentina,2003,133,0.019,16.6,74.5,Americas
Argentina,2003,135,0.019,16.6,74.5,Americas
Argentina,2003,239,0.019,16.6,74.5,Americas
Argentina,2003,,0.019,16.6,74.5,Americas
Argentina,2003,184,0.019,16.6,74.5,Americas
Argentina,2003,217,0.019,16.6,74.5,Americas
Argentina,2003,209,0.019,16.6,74.5,Americas
Argentina,2003,253,0.019,16.6,74.5,Americas
Argentina,2003,201,0.019,16.6,74.5,Americas
Argentina,2003,123,0.019,16.6,74.5,Americas
Argentina,2003,100,0.019,16.6,74.5,Americas
Argentina,2003,210,0.019,16.6,74.5,Americas
Argentina,2003,,,16.6,74.5,Americas
Argentina,2003,186,,16.6,74.5,Americas
Argentina,2003,174,,16.6,74.5,Americas
Argentina,2003,229,,16.6,74.5,Americas
Argentina,2003,213,,16.6,74.5,Americas
Argentina,2003,278,,16.6,74.5,Americas
Argentina,2003,,,16.6,74.5,Americas
Argentina,2003,149,,16.6,74.5,Americas
Argentina,2003,158,,16.6,74.5,Americas
Argentina,2003,103,,16.6,74.5,Americas
Argentina,2003,141,,16.6,74.5,Americas
Argentina,2003,134,,16.6,74.5,Americas
Argentina,2003,193,,16.6,74.5,Americas
Argentina,2003,348,,16.6,74.5,Americas
Argentina,2003,235,,16.6,74.5,Americas
Argentina,2003,136,,16.6,74.5,Americas
Argentina,2003,109,,16.6,74.5,Americas
Argentina,2003,225,,16.6,74.5,Americas
Argentina,2003,205,,16.6,74.5,Americas
Argentina,2003,187,,16.6,74.5,Americas
Argentina,2003,166,,16.6,74.5,Americas
Argentina,2003,258,,16.6,74.5,Americas
Argentina,2003,232,,16.6,74.5,Americas
Argentina,2003,178,,16.6,74.5,Americas
Argentina,2003,251,,16.6,74.5,Americas
Argentina,2003,325,,16.6,74.5,Americas
Argentina,2003,134,,16.6,74.5,Americas
Argentina,2003,136,,16.6,74.5,Americas
Argentina,2003,192,,16.6,74.5,Americas
Argentina,2003,261,,16.6,74.5,Americas
Argentina,2003,241,,16.6,74.5,Americas
Argentina,2003,,,16.6,74.5,Americas
Argentina,2003,307,,16.6,74.5,Americas
Argentina,2003,145,,16.6,74.5,Americas
Argentina,2003,224,,16.6,74.5,Americas
Argentina,2003,178,,16.6,74.5,Americas
Argentina,2003,153,,16.6,74.5,Americas
Argentina,2003,239,,16.6,74.5,Americas
Argentina,2003,121,,16.6,74.5,Americas
Argentina,2003,204,,16.6,74.5,Americas
Argentina,2003,133,,16.6,74.5,Americas
Argentina,2003,135,,16.6,74.5,Americas
Argentina,2003,239,,16.6,74.5,Americas
Argentina,2003,,,16.6,74.5,Americas
Argentina,2003,184,,16.6,74.5,Americas
Argentina,2003,217,,16.6,74.5,Americas
Argentina,2003,209,,16.6,74.5,Americas
Argentina,2003,253,,16.6,74.5,Americas
Argentina,2003,201,,16.6,74.5,Americas
Argentina,2003,123,,16.6,74.5,Americas
Argentina,2003,100,,16.6,74.5,Americas
Argentina,2003,210,,16.6,74.5,Americas
Argentina,2003,,0.051,16.6,74.5,Americas
Argentina,2003,186,0.051,16.6,74.5,Americas
Argentina,2003,174,0.051,16.6,74.5,Americas
Argentina,2003,229,0.051,16.6,74.5,Americas
Argentina,2003,213,0.051,16.6,74.5,Americas
Argentina,2003,278,0.051,16.6,74.5,Americas
Argentina,2003,,0.051,16.6,74.5,Americas
Argentina,2003,149,0.051,16.6,74.5,Americas
Argentina,2003,158,0.051,16.6,74.5,Americas
Argentina,2003,103,0.051,16.6,74.5,Americas
Argentina,2003,141,0.051,16.6,74.5,Americas
Argentina,2003,134,0.051,16.6,74.5,Americas
Argentina,2003,193,0.051,16.6,74.5,Americas
Argentina,2003,348,0.051,16.6,74.5,Americas
Argentina,2003,235,0.051,16.6,74.5,Americas
Argentina,2003,136,0.051,16.6,74.5,Americas
Argentina,2003,109,0.051,16.6,74.5,Americas
Argentina,2003,225,0.051,16.6,74.5,Americas
Argentina,2003,205,0.051,16.6,74.5,Americas
Argentina,2003,187,0.051,16.6,74.5,Americas
Argentina,2003,166,0.051,16.6,74.5,Americas
Argentina,2003,258,0.051,16.6,74.5,Americas
Argentina,2003,232,0.051,16.6,74.5,Americas
Argentina,2003,178,0.051,16.6,74.5,Americas
Argentina,2003,251,0.051,16.6,74.5,Americas
Argentina,2003,325,0.051,16.6,74.5,Americas
Argentina,2003,134,0.051,16.6,74.5,Americas
Argentina,2003,136,0.051,16.6,74.5,Americas
Argentina,2003,192,0.051,16.6,74.5,Americas
Argentina,2003,261,0.051,16.6,74.5,Americas
Argentina,2003,241,0.051,16.6,74.5,Americas
Argentina,2003,,0.051,16.6,74.5,Americas
Argentina,2003,307,0.051,16.6,74.5,Americas
Argentina,2003,145,0.051,16.6,74.5,Americas
Argentina,2003,224,0.051,16.6,74.5,Americas
Argentina,2003,178,0.051,16.6,74.5,Americas
Argentina,2003,153,0.051,16.6,74.5,Americas
Argentina,2003,239,0.051,16.6,74.5,Americas
Argentina,2003,121,0.051,16.6,74.5,Americas
Argentina,2003,204,0.051,16.6,74.5,Americas
Argentina,2003,133,0.051,16.6,74.5,Americas
Argentina,2003,135,0.051,16.6,74.5,Americas
Argentina,2003,239,0.051,16.6,74.5,Americas
Argentina,2003,,0.051,16.6,74.5,Americas
Argentina,2003,184,0.051,16.6,74.5,Americas
Argentina,2003,217,0.051,16.6,74.5,Americas
Argentina,2003,209,0.051,16.6,74.5,Americas
Argentina,2003,253,0.051,16.6,74.5,Americas
Argentina,2003,201,0.051,16.6,74.5,Americas
Argentina,2003,123,0.051,16.6,74.5,Americas
Argentina,2003,100,0.051,16.6,74.5,Americas
Argentina,2003,210,0.051,16.6,74.5,Americas
Argentina,2003,,0.034,16.6,74.5,Americas
Argentina,2003,186,0.034,16.6,74.5,Americas
Argentina,2003,174,0.034,16.6,74.5,Americas
Argentina,2003,229,0.034,16.6,74.5,Americas
Argentina,2003,213,0.034,16.6,74.5,Americas
Argentina,2003,278,0.034,16.6,74.5,Americas
Argentina,2003,,0.034,16.6,74.5,Americas
Argentina,2003,149,0.034,16.6,74.5,Americas
Argentina,2003,158,0.034,16.6,74.5,Americas
Argentina,2003,103,0.034,16.6,74.5,Americas
Argentina,2003,141,0.034,16.6,74.5,Americas
Argentina,2003,134,0.034,16.6,74.5,Americas
Argentina,2003,193,0.034,16.6,74.5,Americas
Argentina,2003,348,0.034,16.6,74.5,Americas
Argentina,2003,235,0.034,16.6,74.5,Americas
Argentina,2003,136,0.034,16.6,74.5,Americas
Argentina,2003,109,0.034,16.6,74.5,Americas
Argentina,2003,225,0.034,16.6,74.5,Americas
Argentina,2003,205,0.034,16.6,74.5,Americas
Argentina,2003,187,0.034,16.6,74.5,Americas
Argentina,2003,166,0.034,16.6,74.5,Americas
Argentina,2003,258,0.034,16.6,74.5,Americas
Argentina,2003,232,0.034,16.6,74.5,Americas
Argentina,2003,178,0.034,16.6,74.5,Americas
Argentina,2003,251,0.034,16.6,74.5,Americas
Argentina,2003,325,0.034,16.6,74.5,Americas
Argentina,2003,134,0.034,16.6,74.5,Americas
Argentina,2003,136,0.034,16.6,74.5,Americas
Argentina,2003,192,0.034,16.6,74.5,Americas
Argentina,2003,261,0.034,16.6,74.5,Americas
Argentina,2003,241,0.034,16.6,74.5,Americas
Argentina,2003,,0.034,16.6,74.5,Americas
Argentina,2003,307,0.034,16.6,74.5,Americas
Argentina,2003,145,0.034,16.6,74.5,Americas
Argentina,2003,224,0.034,16.6,74.5,Americas
Argentina,2003,178,0.034,16.6,74.5,Americas
Argentina,2003,153,0.034,16.6,74.5,Americas
Argentina,2003,239,0.034,16.6,74.5,Americas
Argentina,2003,121,0.034,16.6,74.5,Americas
Argentina,2003,204,0.034,16.6,74.5,Americas
Argentina,2003,133,0.034,16.6,74.5,Americas
Argentina,2003,135,0.034,16.6,74.5,Americas
Argentina,2003,239,0.034,16.6,74.5,Americas
Argentina,2003,,0.034,16.6,74.5,Americas
Argentina,2003,184,0.034,16.6,74.5,Americas
Argentina,2003,217,0.034,16.6,74.5,Americas
Argentina,2003,209,0.034,16.6,74.5,Americas
Argentina,2003,253,0.034,16.6,74.5,Americas
Argentina,2003,201,0.034,16.6,74.5,Americas
Argentina,2003,123,0.034,16.6,74.5,Americas
Argentina,2003,100,0.034,16.6,74.5,Americas
Argentina,2003,210,0.034,16.6,74.5,Americas
Argentina,2003,,0.019,16.6,74.5,Americas
Argentina,2003,186,0.019,16.6,74.5,Americas
Argentina,2003,174,0.019,16.6,74.5,Americas
Argentina,2003,229,0.019,16.6,74.5,Americas
Argentina,2003,213,0.019,16.6,74.5,Americas
Argentina,2003,278,0.019,16.6,74.5,Americas
Argentina,2003,,0.019,16.6,74.5,Americas
Argentina,2003,149,0.019,16.6,74.5,Americas
Argentina,2003,158,0.019,16.6,74.5,Americas
Argentina,2003,103,0.019,16.6,74.5,Americas
Argentina,2003,141,0.019,16.6,74.5,Americas
Argentina,2003,134,0.019,16.6,74.5,Americas
Argentina,2003,193,0.019,16.6,74.5,Americas
Argentina,2003,348,0.019,16.6,74.5,Americas
Argentina,2003,235,0.019,16.6,74.5,Americas
Argentina,2003,136,0.019,16.6,74.5,Americas
Argentina,2003,109,0.019,16.6,74.5,Americas
Argentina,2003,225,0.019,16.6,74.5,Americas
Argentina,2003,205,0.019,16.6,74.5,Americas
Argentina,2003,187,0.019,16.6,74.5,Americas
Argentina,2003,166,0.019,16.6,74.5,Americas
Argentina,2003,258,0.019,16.6,74.5,Americas
Argentina,2003,232,0.019,16.6,74.5,Americas
Argentina,2003,178,0.019,16.6,74.5,Americas
Argentina,2003,251,0.019,16.6,74.5,Americas
Argentina,2003,325,0.019,16.6,74.5,Americas
Argentina,2003,134,0.019,16.6,74.5,Americas
Argentina,2003,136,0.019,16.6,74.5,Americas
Argentina,2003,192,0.019,16.6,74.5,Americas
Argentina,2003,261,0.019,16.6,74.5,Americas
Argentina,2003,241,0.019,16.6,74.5,Americas
Argentina,2003,,0.019,16.6,74.5,Americas
Argentina,2003,307,0.019,16.6,74.5,Americas
Argentina,2003,145,0.019,16.6,74.5,Americas
Argentina,2003,224,0.019,16.6,74.5,Americas
Argentina,2003,178,0.019,16.6,74.5,Americas
Argentina,2003,153,0.019,16.6,74.5,Americas
Argentina,2003,239,0.019,16.6,74.5,Americas
Argentina,2003,121,0.019,16.6,74.5,Americas
Argentina,2003,204,0.019,16.6,74.5,Americas
Argentina,2003,133,0.019,16.6,74.5,Americas
Argentina,2003,135,0.019,16.6,74.5,Americas
Argentina,2003,239,0.019,16.6,74.5,Americas
Argentina,2003,,0.019,16.6,74.5,Americas
Argentina,2003,184,0.019,16.6,74.5,Americas
Argentina,2003,217,0.019,16.6,74.5,Americas
Argentina,2003,209,0.019,16.6,74.5,Americas
Argentina,2003,253,0.019,16.6,74.5,Americas
Argentina,2003,201,0.019,16.6,74.5,Americas
Argentina,2003,123,0.019,16.6,74.5,Americas
Argentina,2003,100,0.019,16.6,74.5,Americas
Argentina,2003,210,0.019,16.6,74.5,Americas
Argentina,2003,,0.051,16.6,74.5,Americas
Argentina,2003,186,0.051,16.6,74.5,Americas
Argentina,2003,174,0.051,16.6,74.5,Americas
Argentina,2003,229,0.051,16.6,74.5,Americas
Argentina,2003,213,0.051,16.6,74.5,Americas
Argentina,2003,278,0.051,16.6,74.5,Americas
Argentina,2003,,0.051,16.6,74.5,Americas
Argentina,2003,149,0.051,16.6,74.5,Americas
Argentina,2003,158,0.051,16.6,74.5,Americas
Argentina,2003,103,0.051,16.6,74.5,Americas
Argentina,2003,141,0.051,16.6,74.5,Americas
Argentina,2003,134,0.051,16.6,74.5,Americas
Argentina,2003,193,0.051,16.6,74.5,Americas
Argentina,2003,348,0.051,16.6,74.5,Americas
Argentina,2003,235,0.051,16.6,74.5,Americas
Argentina,2003,136,0.051,16.6,74.5,Americas
Argentina,2003,109,0.051,16.6,74.5,Americas
Argentina,2003,225,0.051,16.6,74.5,Americas
Argentina,2003,205,0.051,16.6,74.5,Americas
Argentina,2003,187,0.051,16.6,74.5,Americas
Argentina,2003,166,0.051,16.6,74.5,Americas
Argentina,2003,258,0.051,16.6,74.5,Americas
